date,emp_id,juice
2012-04-06,353,Musambi
2012-04-06,297,Chikku
2012-04-06,374,Orange
2012-04-06,424,Orange
2012-04-06,47,Watermelon
2012-04-06,205,Watermelon
2012-04-06,114,Orange
2012-04-06,452,Orange
2012-04-06,363,Musk Melon
2012-04-06,309,Orange
2012-04-06,280,Pineapple
2012-04-06,379,Orange
2012-04-06,37,Orange
2012-04-06,263,Musambi
2012-04-06,319,Watermelon
2012-04-06,337,Orange
2012-04-06,222,Orange
2012-04-06,176,Watermelon
2012-04-06,479,Musk Melon
2012-04-06,596,Orange
2012-04-06,474,Orange
2012-04-06,407,Musambi
2012-04-06,247,Lime
2012-04-06,455,Chikku
2012-04-06,435,Lime
2012-04-06,259,Dates
2012-04-06,77,Lime
2012-04-06,453,Musambi
2012-04-06,374,Musambi
2012-04-06,617,Watermelon
2012-04-06,20,Watermelon
2012-04-06,492,Musk Melon
2012-04-06,319,Lime
2012-04-06,98,Lime
2012-04-06,379,Lime
2012-04-06,61,Musambi
2012-04-06,454,Musk Melon
2012-04-06,107,Musambi
2012-04-06,89,Musambi
2012-04-06,622,Lime
2012-04-06,347,Musambi
2012-04-06,354,Musambi
2012-04-06,179,Watermelon
2012-04-06,330,Chikku
2012-04-06,434,Musambi
2012-04-06,263,Musambi
2012-04-06,453,Musambi
2012-04-06,61,Orange
2012-04-06,114,Lime
2012-03-09,513,Musambi
2012-03-09,482,Musambi
2012-03-09,340,Watermelon
2012-03-09,375,Watermelon
2012-03-09,472,Musambi
2012-03-09,407,Musambi
2012-03-09,318,Watermelon
2012-03-09,453,Watermelon
2012-03-09,50,Watermelon
2012-03-09,138,Dates
2012-03-09,348,Watermelon
2012-03-09,102,Banana
2012-03-09,611,Grapes
2012-03-09,116,Musambi
2012-03-09,604,Chikku
2012-03-09,109,Watermelon
2012-03-09,59,Lime
2012-03-09,373,Chikku
2012-03-09,599,Musambi
2012-03-09,454,Pineapple
2012-03-09,51,Musambi
2012-03-09,351,Musambi
2012-03-09,123,Pineapple
2012-03-09,488,Watermelon
2012-03-09,474,Watermelon
2012-03-09,52,Watermelon
2012-03-09,519,Orange
2012-03-09,153,Musambi
2012-03-09,438,Orange
2012-03-09,413,Musambi
2012-03-09,414,Orange
2012-03-09,460,Pineapple
2012-03-09,218,Pineapple
2012-03-09,214,Dates
2012-03-09,162,Lime
2012-03-09,188,Chikku
2012-03-09,4,Orange
2012-03-09,124,Chikku
2012-03-09,123,Pineapple
2012-03-09,274,Musk Melon
2012-03-09,386,Musk Melon
2012-03-09,466,Pineapple
2012-03-09,16,Pineapple
2012-03-09,389,Lime
2012-03-09,222,Orange
2012-03-09,405,Lime
2012-03-09,141,Mixed Fruit
2012-03-09,269,Watermelon
2012-03-09,337,Banana
2012-03-09,565,Orange
2012-03-09,129,Musambi
2012-03-09,216,Musambi
2012-03-09,373,Musambi
2012-03-09,98,Watermelon
2012-03-09,370,Lime
2012-03-09,533,Watermelon
2012-03-09,206,Watermelon
2012-03-09,353,Orange
2012-03-09,406,Orange
2012-03-09,269,Lime
2012-03-09,176,Lime
2012-03-09,98,Lime
2012-03-09,251,Lime
2012-03-09,91,Musambi
2012-03-09,507,Grapes
2012-03-09,472,Mixed Fruit
2012-03-09,321,Musk Melon
2012-03-09,283,Mixed Fruit
2012-03-09,117,Apple
2012-03-09,290,Musambi
2012-03-09,103,Lime
2012-03-09,82,Watermelon
2012-03-09,522,Chikku
2012-03-09,189,Apple
2012-03-09,453,Apple
2012-03-09,413,Musambi
2012-03-09,59,Chikku
2012-03-09,28,Pineapple
2012-03-09,324,Watermelon
2012-03-09,330,Chikku
2012-03-09,275,Musk Melon
2012-03-09,516,Musambi
2012-03-09,172,Orange
2012-03-09,475,Apple
2012-03-09,455,Chikku
2012-03-09,574,Pineapple
2012-03-09,201,Apple
2012-03-09,177,Lime
2012-03-09,166,Apple
2012-03-09,264,Mixed Fruit
2012-03-09,381,Apple
2012-03-09,525,Grapes
2012-03-09,363,Orange
2012-03-09,309,Orange
2012-03-09,34,Orange
2012-03-09,83,Grapes
2012-03-09,520,Musk Melon
2012-03-09,44,Musambi
2012-03-09,365,Lime
2012-03-09,263,Musambi
2012-03-09,13,Lime
2012-03-09,13,Lime
2012-03-09,68,Watermelon
2012-03-09,479,Orange
2012-03-09,474,Orange
2012-03-09,384,Orange
2012-03-09,95,Orange
2012-03-09,65,Orange
2012-03-09,65,Watermelon
2012-03-09,376,Watermelon
2012-03-09,518,Chikku
2012-03-09,236,Watermelon
2012-03-09,316,Watermelon
2012-03-09,469,Watermelon
2012-03-09,493,Orange
2012-03-09,141,Musambi
2012-03-09,476,Orange
2012-03-09,280,Pineapple
2012-03-09,431,Chikku
2012-03-09,228,Watermelon
2012-03-09,611,Watermelon
2012-03-09,98,Orange
2012-03-09,439,Watermelon
2012-03-09,379,Orange
2012-03-09,370,Orange
2012-03-09,151,Apple
2012-03-09,456,Chikku
2012-03-09,569,Chikku
2012-03-09,418,Apple
2012-03-09,42,Chikku
2012-03-09,385,Musambi
2012-03-09,265,Apple
2012-03-09,189,Chikku
2012-03-09,50,Musambi
2012-03-09,599,Orange
2012-03-09,239,Musambi
2012-03-09,598,Pineapple
2012-03-09,256,Apple
2012-03-09,221,Apple
2012-03-09,500,Musk Melon
2012-03-09,501,Watermelon
2012-03-09,568,Musambi
2012-03-09,479,Watermelon
2012-03-12,26,Orange
2012-03-12,26,Orange
2012-03-12,466,Orange
2012-03-12,509,Orange
2012-03-12,506,Musk Melon
2012-03-12,19,Orange
2012-03-12,112,Orange
2012-03-12,512,Orange
2012-03-12,355,Orange
2012-03-12,499,Musk Melon
2012-03-12,137,Orange
2012-03-12,466,Orange
2012-03-12,500,Apple
2012-03-12,483,Watermelon
2012-03-12,50,Watermelon
2012-03-12,129,Grapes
2012-03-12,505,Grapes
2012-03-12,147,Orange
2012-03-12,362,Musambi
2012-03-12,587,Orange
2012-03-12,384,Watermelon
2012-03-12,471,Chikku
2012-03-12,364,Mixed Fruit
2012-03-12,297,Musambi
2012-03-12,611,Apple
2012-03-12,181,Chikku
2012-03-12,173,Musambi
2012-03-12,343,Watermelon
2012-03-12,275,Watermelon
2012-03-12,376,Orange
2012-03-12,376,Orange
2012-03-12,206,Watermelon
2012-03-12,153,Watermelon
2012-03-12,113,Musambi
2012-03-12,315,Musk Melon
2012-03-12,101,Watermelon
2012-03-12,382,Watermelon
2012-03-12,256,Mixed Fruit
2012-03-12,189,Musk Melon
2012-03-12,195,Orange
2012-03-12,217,Pineapple
2012-03-12,265,Watermelon
2012-03-12,360,Musambi
2012-03-12,28,Orange
2012-03-12,573,Musk Melon
2012-03-12,389,Lime
2012-03-12,425,Musk Melon
2012-03-12,528,Musambi
2012-03-12,413,Musambi
2012-03-12,255,Watermelon
2012-03-12,255,Orange
2012-03-12,123,Pineapple
2012-03-12,6,Watermelon
2012-03-12,269,Musambi
2012-03-12,374,Musambi
2012-03-12,325,Orange
2012-03-12,482,Orange
2012-03-12,177,Orange
2012-03-12,453,Chikku
2012-03-12,527,Chikku
2012-03-12,227,Musambi
2012-03-12,416,Chikku
2012-03-12,530,Mixed Fruit
2012-03-12,102,Watermelon
2012-03-12,461,Watermelon
2012-03-12,461,Chikku
2012-03-12,472,Mixed Fruit
2012-03-12,407,Musambi
2012-03-12,283,Watermelon
2012-03-12,390,Orange
2012-03-12,16,Pineapple
2012-03-12,390,Orange
2012-03-12,133,Lime
2012-03-12,42,Watermelon
2012-03-12,381,Apple
2012-03-12,178,Apple
2012-03-12,595,Orange
2012-03-12,599,Orange
2012-03-12,301,Lime
2012-03-12,460,Pineapple
2012-03-12,509,Lime
2012-03-12,138,Dates
2012-03-12,474,Banana
2012-03-12,261,Watermelon
2012-03-12,267,Watermelon
2012-03-12,193,Watermelon
2012-03-12,121,Chikku
2012-03-12,461,Grapes
2012-03-12,336,Musambi
2012-03-12,336,Musambi
2012-03-12,374,Musambi
2012-03-12,275,Musambi
2012-03-12,493,Apple
2012-03-12,493,Banana
2012-03-12,347,Musambi
2012-03-12,251,Musk Melon
2012-03-12,500,Watermelon
2012-03-12,146,Mixed Fruit
2012-03-12,189,Orange
2012-03-12,195,Orange
2012-03-12,218,Watermelon
2012-03-12,453,Watermelon
2012-03-12,518,Grapes
2012-03-12,37,Orange
2012-03-12,57,Orange
2012-03-12,283,Lime
2012-03-12,309,Lime
2012-03-12,297,Musambi
2012-03-12,188,Chikku
2012-03-12,248,Orange
2012-03-12,368,Orange
2012-03-12,33,Lime
2012-03-12,79,Grapes
2012-03-12,79,Lime
2012-03-12,214,Watermelon
2012-03-12,350,Watermelon
2012-03-12,198,Banana
2012-03-12,47,Watermelon
2012-03-12,90,Lime
2012-03-12,471,Musambi
2012-03-12,112,Musambi
2012-03-12,28,Orange
2012-03-12,342,Musambi
2012-03-12,476,Musambi
2012-03-12,101,Musambi
2012-03-12,386,Watermelon
2012-03-12,403,Watermelon
2012-03-12,523,Watermelon
2012-03-12,435,Lime
2012-03-12,412,Lime
2012-03-12,389,Pineapple
2012-03-12,269,Papaya
2012-03-12,160,Musk Melon
2012-03-12,517,Musambi
2012-03-12,454,Musk Melon
2012-03-12,362,Musambi
2012-03-12,393,Musambi
2012-03-12,20,Musk Melon
2012-03-12,273,Watermelon
2012-03-12,61,Musambi
2012-03-12,87,Musk Melon
2012-03-12,123,Musambi
2012-03-12,137,Orange
2012-03-12,177,Lime
2012-03-12,177,Orange
2012-03-12,85,Watermelon
2012-03-12,315,Musk Melon
2012-03-12,290,Banana
2012-03-12,61,Musambi
2012-03-12,178,Orange
2012-03-12,141,Musambi
2012-03-12,86,Musambi
2012-03-12,36,Lime
2012-03-12,107,Watermelon
2012-03-12,550,Watermelon
2012-03-12,19,Orange
2012-03-12,117,Orange
2012-03-12,321,Orange
2012-03-12,573,Watermelon
2012-03-12,424,Watermelon
2012-03-12,434,Apple
2012-03-12,474,Pineapple
2012-03-12,506,Pineapple
2012-03-12,506,Apple
2012-03-12,215,Musambi
2012-03-12,365,Banana
2012-03-12,316,Apple
2012-03-12,236,Musambi
2012-03-12,469,Apple
2012-03-12,611,Grapes
2012-03-12,265,Apple
2012-03-12,420,Musambi
2012-03-12,280,Pineapple
2012-03-12,431,Apple
2012-03-12,431,Chikku
2012-03-12,324,Musambi
2012-03-12,343,Pineapple
2012-03-12,500,Watermelon
2012-03-12,500,Apple
2012-03-12,376,Banana
2012-03-12,256,Banana
2012-03-12,456,Musambi
2012-03-12,386,Musambi
2012-03-12,453,Musambi
2012-03-12,125,Lime
2012-03-12,413,Musambi
2012-03-12,439,Watermelon
2012-03-12,283,Mixed Fruit
2012-03-12,407,Musambi
2012-03-12,394,Musambi
2012-03-12,176,Watermelon
2012-03-12,167,Lime
2012-03-12,394,Musambi
2012-03-12,355,Musambi
2012-03-12,263,Musambi
2012-03-12,224,Mixed Fruit
2012-03-12,269,Watermelon
2012-03-12,166,Chikku
2012-03-12,209,Chikku
2012-03-12,192,Chikku
2012-03-12,69,Grapes
2012-03-12,155,Papaya
2012-03-12,265,Papaya
2012-03-12,164,Chikku
2012-03-12,155,Chikku
2012-03-12,238,Banana
2012-03-12,604,Chikku
2012-03-12,43,Chikku
2012-03-12,349,Lime
2012-03-13,26,Orange
2012-03-13,16,Musambi
2012-03-13,390,Orange
2012-03-13,177,Orange
2012-03-13,129,Banana
2012-03-13,218,Watermelon
2012-03-13,517,Musambi
2012-03-13,466,Orange
2012-03-13,19,Orange
2012-03-13,137,Orange
2012-03-13,506,Musk Melon
2012-03-13,177,Musambi
2012-03-13,501,Musambi
2012-03-13,111,Musambi
2012-03-13,493,Lime
2012-03-13,505,Mixed Fruit
2012-03-13,301,Watermelon
2012-03-13,500,Musk Melon
2012-03-13,45,Musambi
2012-03-13,387,Orange
2012-03-13,273,Watermelon
2012-03-13,273,Watermelon
2012-03-13,247,Musk Melon
2012-03-13,327,Watermelon
2012-03-13,301,Lime
2012-03-13,343,Orange
2012-03-13,275,Pineapple
2012-03-13,76,Orange
2012-03-13,376,Orange
2012-03-13,513,Musambi
2012-03-13,374,Musambi
2012-03-13,35,Chikku
2012-03-13,435,Lime
2012-03-13,611,Apple
2012-03-13,488,Apple
2012-03-13,182,Watermelon
2012-03-13,310,Musk Melon
2012-03-13,376,Orange
2012-03-13,50,Musambi
2012-03-13,256,Mixed Fruit
2012-03-13,429,Watermelon
2012-03-13,430,Watermelon
2012-03-13,478,Watermelon
2012-03-13,172,Musambi
2012-03-13,113,Musambi
2012-03-13,113,Musambi
2012-03-13,265,Pineapple
2012-03-13,251,Musk Melon
2012-03-13,371,Watermelon
2012-03-13,418,Musk Melon
2012-03-13,403,Pineapple
2012-03-13,389,Pineapple
2012-03-13,389,Lime
2012-03-13,222,Orange
2012-03-13,527,Apple
2012-03-13,530,Chikku
2012-03-13,269,Orange
2012-03-13,209,Watermelon
2012-03-13,206,Orange
2012-03-13,373,Watermelon
2012-03-13,528,Musambi
2012-03-13,290,Orange
2012-03-13,59,Orange
2012-03-13,573,Musk Melon
2012-03-13,461,Orange
2012-03-13,97,Orange
2012-03-13,391,Papaya
2012-03-13,305,Orange
2012-03-13,348,Watermelon
2012-03-13,348,Musambi
2012-03-13,472,Musk Melon
2012-03-13,500,Musambi
2012-03-13,269,Musambi
2012-03-13,433,Musambi
2012-03-13,195,Orange
2012-03-13,193,Orange
2012-03-13,283,Watermelon
2012-03-13,309,Lime
2012-03-13,407,Musambi
2012-03-13,363,Watermelon
2012-03-13,453,Chikku
2012-03-13,482,Grapes
2012-03-13,482,Musambi
2012-03-13,102,Banana
2012-03-13,315,Musambi
2012-03-13,456,Chikku
2012-03-13,439,Musambi
2012-03-13,13,Lime
2012-03-13,33,Musambi
2012-03-13,503,Orange
2012-03-13,17,Musambi
2012-03-13,464,Musambi
2012-03-13,133,Lime
2012-03-13,138,Dates
2012-03-13,604,Lime
2012-03-13,208,Grapes
2012-03-13,509,Lime
2012-03-13,509,Lime
2012-03-13,379,Watermelon
2012-03-13,460,Lime
2012-03-13,571,Chikku
2012-03-13,63,Musambi
2012-03-13,577,Musambi
2012-03-13,595,Musambi
2012-03-13,92,Musambi
2012-03-13,351,Banana
2012-03-13,535,Banana
2012-03-13,507,Musk Melon
2012-03-13,297,Pineapple
2012-03-13,297,Pineapple
2012-03-13,365,Watermelon
2012-03-13,164,Watermelon
2012-03-13,488,Musambi
2012-03-13,390,Orange
2012-03-13,272,Mixed Fruit
2012-03-13,37,Musambi
2012-03-13,107,Watermelon
2012-03-13,236,Musambi
2012-03-13,316,Watermelon
2012-03-13,443,Musambi
2012-03-13,461,Chikku
2012-03-13,189,Chikku
2012-03-13,195,Orange
2012-03-13,195,Lime
2012-03-13,133,Orange
2012-03-13,342,Orange
2012-03-13,202,Chikku
2012-03-13,338,Watermelon
2012-03-13,476,Watermelon
2012-03-13,189,Watermelon
2012-03-13,98,Lime
2012-03-13,33,Lime
2012-03-13,214,Watermelon
2012-03-13,112,Lime
2012-03-13,18,Musk Melon
2012-03-13,39,Watermelon
2012-03-13,370,Orange
2012-03-13,301,Pineapple
2012-03-13,377,Watermelon
2012-03-13,283,Mixed Fruit
2012-03-13,309,Musambi
2012-03-13,363,Banana
2012-03-13,403,Watermelon
2012-03-13,263,Orange
2012-03-13,290,Orange
2012-03-13,453,Watermelon
2012-03-13,599,Orange
2012-03-13,95,Banana
2012-03-13,292,Musk Melon
2012-03-13,595,Orange
2012-03-13,353,Orange
2012-03-13,445,Lime
2012-03-13,573,Chikku
2012-03-13,513,Apple
2012-03-13,385,Apple
2012-03-13,274,Watermelon
2012-03-13,261,Watermelon
2012-03-13,266,Watermelon
2012-03-13,91,Musambi
2012-03-13,91,Musambi
2012-03-13,466,Orange
2012-03-13,247,Pineapple
2012-03-13,265,Lime
2012-03-13,242,Watermelon
2012-03-13,206,Musk Melon
2012-03-13,514,Pineapple
2012-03-13,456,Musambi
2012-03-13,166,Musambi
2012-03-13,500,Watermelon
2012-03-13,506,Watermelon
2012-03-13,209,Musambi
2012-03-13,231,Watermelon
2012-03-13,155,Chikku
2012-03-13,215,Orange
2012-03-13,427,Watermelon
2012-03-13,163,Chikku
2012-03-13,452,Musambi
2012-03-13,251,Orange
2012-03-13,429,Musambi
2012-03-13,222,Musambi
2012-03-13,19,Orange
2012-03-13,63,Musambi
2012-03-13,469,Watermelon
2012-03-13,28,Orange
2012-03-13,351,Musambi
2012-03-13,413,Musambi
2012-03-13,176,Orange
2012-03-13,370,Watermelon
2012-03-13,190,Lime
2012-03-13,178,Watermelon
2012-03-13,98,Watermelon
2012-03-13,357,Watermelon
2012-03-13,523,Watermelon
2012-03-13,434,Apple
2012-03-13,479,Apple
2012-03-13,269,Watermelon
2012-03-13,224,Lime
2012-03-13,84,Musambi
2012-03-13,188,Chikku
2012-03-13,239,Watermelon
2012-03-13,14,Lime
2012-03-13,17,Orange
2012-03-13,285,Musambi
2012-03-13,280,Pineapple
2012-03-13,263,Pineapple
2012-03-13,454,Musk Melon
2012-03-13,61,Musambi
2012-03-13,453,Apple
2012-03-13,394,Musambi
2012-03-13,350,Watermelon
2012-03-13,330,Chikku
2012-03-13,92,Chikku
2012-03-13,155,Musambi
2012-03-13,254,Musambi
2012-03-14,26,Orange
2012-03-14,112,Pineapple
2012-03-14,218,Watermelon
2012-03-14,19,Orange
2012-03-14,177,Orange
2012-03-14,129,Watermelon
2012-03-14,511,Musambi
2012-03-14,448,Musambi
2012-03-14,515,Musk Melon
2012-03-14,460,Musambi
2012-03-14,500,Musk Melon
2012-03-14,513,Musambi
2012-03-14,137,Orange
2012-03-14,343,Watermelon
2012-03-14,301,Mixed Fruit
2012-03-14,177,Musambi
2012-03-14,177,Orange
2012-03-14,275,Pineapple
2012-03-14,500,Musk Melon
2012-03-14,494,Musk Melon
2012-03-14,518,Musambi
2012-03-14,327,Watermelon
2012-03-14,26,Musambi
2012-03-14,41,Musambi
2012-03-14,390,Lime
2012-03-14,429,Orange
2012-03-14,315,Musambi
2012-03-14,466,Orange
2012-03-14,430,Watermelon
2012-03-14,376,Orange
2012-03-14,433,Lime
2012-03-14,142,Chikku
2012-03-14,390,Orange
2012-03-14,471,Musambi
2012-03-14,113,Musambi
2012-03-14,147,Orange
2012-03-14,273,Watermelon
2012-03-14,273,Watermelon
2012-03-14,362,Musambi
2012-03-14,376,Orange
2012-03-14,528,Musk Melon
2012-03-14,251,Papaya
2012-03-14,247,Musk Melon
2012-03-14,445,Lime
2012-03-14,445,Watermelon
2012-03-14,445,Chikku
2012-03-14,309,Lime
2012-03-14,542,Musambi
2012-03-14,371,Watermelon
2012-03-14,478,Watermelon
2012-03-14,203,Apple
2012-03-14,527,Chikku
2012-03-14,325,Apple
2012-03-14,195,Orange
2012-03-14,258,Watermelon
2012-03-14,495,Musambi
2012-03-14,439,Watermelon
2012-03-14,220,Watermelon
2012-03-14,368,Watermelon
2012-03-14,347,Papaya
2012-03-14,227,Musambi
2012-03-14,304,Orange
2012-03-14,391,Musambi
2012-03-14,406,Watermelon
2012-03-14,480,Musambi
2012-03-14,482,Musambi
2012-03-14,453,Chikku
2012-03-14,318,Musambi
2012-03-14,407,Musambi
2012-03-14,472,Musambi
2012-03-14,363,Musambi
2012-03-14,518,Chikku
2012-03-14,554,Musambi
2012-03-14,283,Watermelon
2012-03-14,18,Musk Melon
2012-03-14,514,Musambi
2012-03-14,186,Musk Melon
2012-03-14,293,Watermelon
2012-03-14,389,Pineapple
2012-03-14,343,Musk Melon
2012-03-14,47,Watermelon
2012-03-14,102,Watermelon
2012-03-14,13,Lime
2012-03-14,140,Dates
2012-03-14,50,Orange
2012-03-14,141,Mixed Fruit
2012-03-14,474,Orange
2012-03-14,178,Orange
2012-03-14,206,Dates
2012-03-14,133,Lime
2012-03-14,69,Grapes
2012-03-14,306,Orange
2012-03-14,264,Chikku
2012-03-14,90,Musk Melon
2012-03-14,381,Musk Melon
2012-03-14,573,Lime
2012-03-14,572,Musk Melon
2012-03-14,479,Watermelon
2012-03-14,418,Musk Melon
2012-03-14,216,Musk Melon
2012-03-14,466,Orange
2012-03-14,42,Watermelon
2012-03-14,265,Chikku
2012-03-14,500,Watermelon
2012-03-14,91,Musambi
2012-03-14,91,Watermelon
2012-03-14,242,Musk Melon
2012-03-14,214,Papaya
2012-03-14,365,Watermelon
2012-03-14,214,Watermelon
2012-03-14,175,Lime
2012-03-14,429,Watermelon
2012-03-14,33,Lime
2012-03-14,37,Musk Melon
2012-03-14,263,Watermelon
2012-03-14,106,Musambi
2012-03-14,103,Musambi
2012-03-14,147,Banana
2012-03-14,292,Musk Melon
2012-03-14,57,Orange
2012-03-14,454,Musk Melon
2012-03-14,410,Dates
2012-03-14,500,Watermelon
2012-03-14,417,Musambi
2012-03-14,387,Watermelon
2012-03-14,362,Musambi
2012-03-14,280,Pineapple
2012-03-14,297,Musk Melon
2012-03-14,353,Orange
2012-03-14,251,Musk Melon
2012-03-14,456,Orange
2012-03-14,301,Mixed Fruit
2012-03-14,256,Mixed Fruit
2012-03-14,156,Apple
2012-03-14,279,Papaya
2012-03-14,516,Orange
2012-03-14,523,Musk Melon
2012-03-14,61,Musk Melon
2012-03-14,373,Watermelon
2012-03-14,236,Watermelon
2012-03-14,189,Banana
2012-03-14,195,Watermelon
2012-03-14,514,Mixed Fruit
2012-03-14,390,Watermelon
2012-03-14,273,Banana
2012-03-14,275,Grapes
2012-03-14,466,Orange
2012-03-14,424,Orange
2012-03-14,195,Pineapple
2012-03-14,264,Lime
2012-03-14,90,Lime
2012-03-14,381,Apple
2012-03-14,85,Watermelon
2012-03-14,108,Lime
2012-03-14,283,Lime
2012-03-14,453,Apple
2012-03-14,329,Lime
2012-03-14,177,Lime
2012-03-14,137,Watermelon
2012-03-14,198,Banana
2012-03-14,19,Watermelon
2012-03-14,389,Lime
2012-03-14,269,Chikku
2012-03-14,84,Watermelon
2012-03-14,35,Orange
2012-03-14,83,Banana
2012-03-14,178,Orange
2012-03-14,26,Orange
2012-03-14,366,Orange
2012-03-14,257,Orange
2012-03-14,433,Lime
2012-03-14,269,Pineapple
2012-03-14,528,Orange
2012-03-14,336,Musk Melon
2012-03-14,127,Banana
2012-03-14,127,Dates
2012-03-14,305,Pineapple
2012-03-14,95,Banana
2012-03-14,384,Watermelon
2012-03-14,141,Banana
2012-03-14,49,Banana
2012-03-14,49,Chikku
2012-03-14,49,Apple
2012-03-14,31,Lime
2012-03-14,493,Lime
2012-03-14,112,Lime
2012-03-14,434,Chikku
2012-03-14,477,Pineapple
2012-03-14,479,Watermelon
2012-03-14,206,Lime
2012-03-14,472,Watermelon
2012-03-14,439,Musambi
2012-03-14,330,Apple
2012-03-14,55,Banana
2012-03-14,283,Dates
2012-03-14,569,Banana
2012-03-14,24,Musk Melon
2012-03-14,256,Musk Melon
2012-03-14,237,Banana
2012-03-14,418,Watermelon
2012-03-14,42,Watermelon
2012-03-14,9,Lime
2012-03-14,389,Lime
2012-03-14,224,Watermelon
2012-03-14,227,Orange
2012-03-14,228,Orange
2012-03-14,604,Grapes
2012-03-14,82,Watermelon
2012-03-14,273,Watermelon
2012-03-14,492,Orange
2012-03-14,413,Musambi
2012-03-15,599,Orange
2012-03-15,593,Musambi
2012-03-15,367,Musk Melon
2012-03-15,347,Musambi
2012-03-15,374,Musambi
2012-03-15,342,Musambi
2012-03-15,476,Musambi
2012-03-15,261,Watermelon
2012-03-15,525,Watermelon
2012-03-15,50,Banana
2012-03-15,218,Watermelon
2012-03-15,129,Banana
2012-03-15,137,Orange
2012-03-15,461,Watermelon
2012-03-15,461,Grapes
2012-03-15,19,Orange
2012-03-15,273,Musk Melon
2012-03-15,273,Musk Melon
2012-03-15,275,Orange
2012-03-15,343,Orange
2012-03-15,500,Musk Melon
2012-03-15,310,Musk Melon
2012-03-15,466,Orange
2012-03-15,460,Watermelon
2012-03-15,316,Apple
2012-03-15,204,Watermelon
2012-03-15,327,Musk Melon
2012-03-15,430,Watermelon
2012-03-15,112,Musambi
2012-03-15,172,Musambi
2012-03-15,515,Chikku
2012-03-15,201,Musambi
2012-03-15,189,Banana
2012-03-15,387,Papaya
2012-03-15,36,Orange
2012-03-15,248,Orange
2012-03-15,248,Watermelon
2012-03-15,101,Musambi
2012-03-15,182,Mixed Fruit
2012-03-15,390,Orange
2012-03-15,251,Papaya
2012-03-15,437,Apple
2012-03-15,247,Grapes
2012-03-15,18,Watermelon
2012-03-15,376,Orange
2012-03-15,206,Watermelon
2012-03-15,455,Orange
2012-03-15,456,Orange
2012-03-15,403,Musambi
2012-03-15,148,Orange
2012-03-15,374,Musambi
2012-03-15,297,Musambi
2012-03-15,509,Lime
2012-03-15,509,Lime
2012-03-15,351,Musambi
2012-03-15,371,Watermelon
2012-03-15,500,Musk Melon
2012-03-15,19,Orange
2012-03-15,373,Watermelon
2012-03-15,214,Dates
2012-03-15,416,Watermelon
2012-03-15,478,Orange
2012-03-15,325,Musambi
2012-03-15,28,Musambi
2012-03-15,33,Lime
2012-03-15,439,Musk Melon
2012-03-15,389,Lime
2012-03-15,200,Watermelon
2012-03-15,347,Papaya
2012-03-15,224,Watermelon
2012-03-15,429,Watermelon
2012-03-15,453,Apple
2012-03-15,283,Watermelon
2012-03-15,407,Musambi
2012-03-15,318,Watermelon
2012-03-15,269,Orange
2012-03-15,530,Watermelon
2012-03-15,264,Papaya
2012-03-15,264,Watermelon
2012-03-15,172,Musambi
2012-03-15,102,Watermelon
2012-03-15,599,Orange
2012-03-15,218,Musambi
2012-03-15,450,Musambi
2012-03-15,518,Apple
2012-03-15,235,Watermelon
2012-03-15,336,Musk Melon
2012-03-15,178,Musk Melon
2012-03-15,31,Watermelon
2012-03-15,466,Orange
2012-03-15,135,Lime
2012-03-15,139,Dates
2012-03-15,313,Musk Melon
2012-03-15,391,Musk Melon
2012-03-15,479,Watermelon
2012-03-15,474,Watermelon
2012-03-15,263,Orange
2012-03-15,412,Lime
2012-03-15,592,Lime
2012-03-15,208,Grapes
2012-03-15,535,Musk Melon
2012-03-15,132,Apple
2012-03-15,132,Apple
2012-03-15,132,Apple
2012-03-15,251,Orange
2012-03-15,116,Orange
2012-03-15,351,Musambi
2012-03-15,471,Musambi
2012-03-15,20,Orange
2012-03-15,566,Orange
2012-03-15,515,Orange
2012-03-15,256,Grapes
2012-03-15,379,Orange
2012-03-15,98,Orange
2012-03-15,476,Lime
2012-03-15,389,Pineapple
2012-03-15,177,Lime
2012-03-15,257,Dates
2012-03-15,206,Papaya
2012-03-15,321,Musambi
2012-03-15,113,Papaya
2012-03-15,113,Musambi
2012-03-15,239,Grapes
2012-03-15,264,Watermelon
2012-03-15,204,Watermelon
2012-03-15,481,Lime
2012-03-15,424,Apple
2012-03-15,117,Musambi
2012-03-15,330,Apple
2012-03-15,324,Orange
2012-03-15,350,Lime
2012-03-15,363,Orange
2012-03-15,263,Orange
2012-03-15,265,Musambi
2012-03-15,69,Grapes
2012-03-15,248,Lime
2012-03-15,464,Lime
2012-03-15,514,Orange
2012-03-15,38,Orange
2012-03-15,227,Orange
2012-03-15,228,Orange
2012-03-15,466,Dates
2012-03-15,97,Apple
2012-03-15,453,Dates
2012-03-15,505,Musambi
2012-03-15,510,Apple
2012-03-15,325,Orange
2012-03-15,423,Musambi
2012-03-15,95,Musambi
2012-03-15,297,Lime
2012-03-15,188,Watermelon
2012-03-15,353,Orange
2012-03-15,385,Orange
2012-03-15,182,Watermelon
2012-03-15,33,Lime
2012-03-15,19,Watermelon
2012-03-15,137,Watermelon
2012-03-15,373,Lime
2012-03-15,149,Mixed Fruit
2012-03-15,153,Watermelon
2012-03-15,390,Orange
2012-03-15,346,Lime
2012-03-15,300,Orange
2012-03-15,261,Watermelon
2012-03-15,283,Mixed Fruit
2012-03-15,509,Orange
